id_x,full_name,games,time,goals,xG,assists_x,xA,shots,key_passes,yellow_cards_x,red_cards_x,position,team_title,team_short,npg,npxG,xGChain,xGBuildup,team_short.1,pos_x,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id_y,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,web_name_2,Team,key,pos_y,minutes,goals_scored,assists_y,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards_y,red_cards_y,saves,bonus,bps,influence,creativity,threat,ict_index,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type
181,Bernd Leno,30,2649,0,0,0,0,0,0,2,0,GK,Arsenal,Arsenal,0,0,4.038202188,4.038202188,Arsenal,,,,80201,0,0,0,0,0,1,0,,0,Bernd,0,8,FALSE,,,50,80201.jpg,0,Leno,4.8,FALSE,,a,1,3,114,0,0,0,0,0,22.8,Leno,Leno,Arsenal,Leno Arsenal,GK,2649,0,0,7,39,0,1,0,2,0,113,10,591,843.2,0,0,84.1,22,5,435,43,429,40,163,5
7988,Billy Gilmour,6,190,0,0.02842735313,0,0.1880257018,1,4,0,0,M S,Chelsea,Chelsea,0,0.02842735313,1.926147915,1.738122299,Chelsea,,0,,243568,0,0,0,0,0,3,0,,0,Billy,0,124,FALSE,Knee injury - Expected back 07 Nov,2020-08-15T10:00:11.591471Z,45,243568.jpg,0,Gilmour,0.6,FALSE,,i,5,8,9,0,0,0,0,0,2,Gilmour,Gilmour,Chelsea,Gilmour Chelsea,M,191,0,0,1,3,0,0,0,0,0,0,0,41,31.4,55.3,5,9.1,341,141,272,137,324,149,338,144
7712,Billy Sharp,25,1045,3,4.138954329,2,3.010327695,16,15,1,1,F S,Sheffield United,Sheffield Utd,3,4.138954329,5.81258146,1.03714823,Sheffield Utd,,,,18867,0,0,0,0,0,4,0,,0,Billy,0,343,FALSE,,,60,18867.jpg,0,Sharp,0.2,FALSE,,a,15,49,57,0,0,0,0,0,9.5,Sharp,Sharp,Sheffield Utd,Sharp Sheffield Utd,F,1037,3,2,4,10,0,0,0,1,1,0,9,159,175.4,186.2,348,69.9,273,32,173,24,94,32,195,32
8216,Brandon Pierrick,2,10,0,0,0,0.09551873803,0,2,0,0,S,Crystal Palace,Crystal Palace,0,0,0.09551873803,0,Crystal Palace,,,,466955,0,0,0,0,0,3,0,,0,Brandon,0,147,FALSE,,,45,466955.jpg,0,Pierrick,0.1,FALSE,,a,6,31,2,0,0,0,0,0,0.4,Pierrick,Pierrick,Crystal Palace,Pierrick Crystal Palace,M,13,0,0,0,0,0,0,0,0,0,0,0,7,6.4,21,2,2.9,363,151,313,147,329,151,356,148
8075,Brandon Williams,17,1005,1,0.9978843369,0,0.6670700368,6,13,6,0,D M S,Manchester United,Man Utd,1,0.9978843369,5.710485708,4.348557124,Man Utd,,,,232937,0,0,0,0,0,2,0,,0,Brandon,0,318,FALSE,,,45,232937.jpg,0,Williams,2.7,FALSE,,a,13,1,51,0,0,0,0,0,11.3,Williams,Williams,Man Utd,Williams Man Utd,D,1003,1,1,5,11,0,0,0,6,0,0,3,228,200,191.2,100,49.2,261,99,169,39,233,71,256,85
7322,Bukayo Saka,26,1769,1,1.142438736,5,3.680353556,13,21,6,0,D F M S,Arsenal,Arsenal,1,1.142438736,7.812505633,5.022924855,Arsenal,,,,223340,0,0,0,0,0,3,0,,0,Bukayo,0,24,FALSE,,,55,223340.jpg,0,Saka,4.2,FALSE,,a,1,3,71,0,0,0,0,0,12.9,Saka,Saka,Arsenal,Saka Arsenal,M,1746,1,6,7,18,0,0,0,6,0,0,4,259,327.2,322.5,248,89.8,191,79,110,72,139,81,153,82
6456,Callum Hudson-Odoi,22,816,1,2.015142947,5,2.708166324,21,20,1,0,F M S,Chelsea,Chelsea,1,2.015142947,7.247335625,3.847064415,Chelsea,,,,209046,0,0,0,0,0,3,0,,0,Callum,0,122,FALSE,,,60,209046.jpg,0,Hudson-Odoi,0.5,FALSE,,a,5,8,53,0,0,0,0,0,8.8,Hudson-Odoi,Hudson-Odoi,Chelsea,Hudson-Odoi Chelsea,M,849,1,5,2,14,0,0,0,1,0,0,3,197,235.2,341.4,325,89.9,240,102,102,69,106,57,152,81
4476,Callum Robinson,16,674,1,1.561250001,1,0.6526464708,12,4,1,0,F S,Sheffield United,Sheffield Utd,1,1.561250001,2.835600728,0.7018386433,Sheffield Utd,,,,171975,0,0,0,0,0,4,0,,0,Callum,0,358,FALSE,,,55,171975.jpg,0,Robinson,0.1,FALSE,,a,15,49,33,0,0,0,0,0,6,Callum Robinson,Callum Robinson,Sheffield Utd,Robinson Sheffield Utd,F,669,1,2,2,6,0,0,0,1,0,0,1,73,79.8,72.8,156,30.4,317,40,249,39,195,44,290,42
508,Calum Chambers,14,1102,1,0.6329495339,1,2.241443794,12,7,5,0,D S,Arsenal,Arsenal,1,0.6329495339,4.406148262,3.210471027,Arsenal,,0,,101184,0,0,0,0,0,2,0,,0,Calum,0,13,FALSE,Knee injury - Unknown return date,2020-08-15T10:00:11.386295Z,45,101184.jpg,0,Chambers,0.1,FALSE,,i,1,3,42,0,0,0,0,0,9.3,Chambers,Chambers,Arsenal,Chambers Arsenal,D,1102,1,1,3,15,0,0,0,5,0,0,5,197,272,113.5,203,58.7,218,84,214,59,168,36,229,73
847,Cédric Soares,21,1567,1,0.6565496931,1,0.8299598508,10,12,1,0,D M S,"Arsenal,Southampton",Southampton,1,0.6565496931,3.043896351,1.997348931,Arsenal,,,,58822,0,0,0,0,0,2,0,,0,Cédric,0,5,FALSE,,,50,58822.jpg,0,Soares,0.4,FALSE,,a,1,3,61,0,0,0,0,0,12.2,Cédric,Cédric,Arsenal,Soares Arsenal,D,1553,1,1,4,20,0,0,0,1,0,0,3,286,349,218.9,118,68.7,180,68,157,34,219,63,199,59
6477,Cenk Tosun,10,467,2,1.912885755,0,0.6228388315,15,5,0,0,F S,"Crystal Palace,Everton",Everton,2,1.912885755,2.320384614,0.2623028755,Everton,,0,,66838,0,0,0,0,0,4,0,,0,Cenk,0,153,FALSE,Knee injury - Unknown return date,2020-08-15T10:00:11.707165Z,60,66838.jpg,0,Tosun,0,FALSE,,i,7,11,24,0,0,0,0,0,4,Tosun,Tosun,Everton,Tosun Everton,F,462,2,0,2,6,0,0,0,0,0,0,1,86,89,63.4,229,37.7,315,39,263,42,148,38,277,40
681,César Azpilicueta,36,3234,2,2.594344435,6,6.033903409,29,45,1,0,D M,Chelsea,Chelsea,2,2.594344435,18.32702097,14.6431766,Chelsea,,,,41328,0,0,0,0,0,2,0,,0,César,0,102,FALSE,,,60,41328.jpg,0,Azpilicueta,10.8,FALSE,,a,5,8,130,0,0,0,0,0,21.7,Azpilicueta,Azpilicueta,Chelsea,Azpilicueta Chelsea,D,3229,2,6,8,53,0,0,0,1,0,0,16,700,905.2,708.7,438,205.4,14,4,22,4,72,5,31,4
6044,Charlie Taylor,24,1938,0,0.01400625706,1,0.8630979043,1,12,3,0,D S,Burnley,Burnley,0,0.01400625706,3.498769421,3.250042129,Burnley,,,,103914,0,0,0,0,0,2,0,,0,Charlie,0,97,FALSE,,,45,103914.jpg,0,Taylor,11.6,FALSE,,a,4,90,84,0,0,0,0,0,18.7,Taylor,Taylor,Aston Villa,Taylor Aston Villa,D,1944,0,1,10,18,0,0,0,3,0,0,5,375,382.6,243,19,64.7,168,62,143,31,306,114,211,65
7700,Che Adams,30,1096,4,5.865681563,2,1.988808864,36,13,0,0,F S,Southampton,Southampton,4,5.865681563,7.280021018,1.205721572,Southampton,,,,200439,0,0,0,0,0,4,0,,0,Che,0,377,FALSE,,,60,200439.jpg,0,Adams,2.5,FALSE,,a,16,20,78,0,0,0,0,0,13,Adams,Adams,Southampton,Adams Southampton,F,1095,4,4,4,17,0,0,0,0,0,0,8,242,226.2,184.9,524,92.3,247,28,174,25,61,29,147,28
532,Cheikhou Kouyaté,35,2560,1,2.117945788,1,0.7690878008,24,10,4,0,D M S,Crystal Palace,Crystal Palace,1,2.117945788,3.46302138,1.339796004,Crystal Palace,,,,55037,0,0,0,0,0,3,0,,0,Cheikhou,0,133,FALSE,,,50,55037.jpg,0,Kouyaté,0.1,FALSE,,a,6,31,85,0,0,0,0,0,17,Kouyaté,Kouyaté,Crystal Palace,Kouyaté Crystal Palace,M,2524,1,2,10,36,0,0,0,4,0,0,4,288,394.6,162.3,279,83.5,161,66,188,115,123,69,165,87
7704,Chris Basham,38,3275,0,0.3295389237,1,1.312220134,6,13,4,0,D,Sheffield United,Sheffield Utd,0,0.3295389237,4.455961814,4.018944854,Sheffield Utd,,,,40386,0,0,0,0,0,2,0,,0,Chris,0,345,FALSE,,,50,40386.jpg,0,Basham,2.4,FALSE,,a,15,49,123,0,0,0,0,0,24.6,Basham,Basham,Sheffield Utd,Basham Sheffield Utd,D,3242,0,1,13,37,0,0,0,4,0,0,6,639,707.6,212.1,103,102.7,47,17,161,36,226,67,127,34
4456,Chris Wood,32,2462,14,17.22620152,1,1.470996089,65,22,1,0,F S,Burnley,Burnley,13,16.46503271,12.64265088,2.455410915,Burnley,,,,60689,0,0,0,0,0,4,0,,0,Chris,0,91,FALSE,,,65,60689.jpg,0,Wood,8,FALSE,,a,4,90,136,0,0,0,0,0,20.9,Wood,Wood,Burnley,Wood Burnley,F,2436,14,1,11,33,1,0,0,1,0,0,21,384,552.2,299.6,1070,190.8,91,14,116,15,23,14,39,15
2344,Christian Atsu,19,733,0,0.2463567238,3,0.7123019937,5,13,2,0,M S,Newcastle United,Newcastle,0,0.2463567238,1.533489108,0.7073047198,Newcastle,,,,104953,0,0,0,0,0,3,0,,0,Christian,0,330,FALSE,,,55,104953.jpg,0,Atsu,0.2,FALSE,,a,14,4,37,0,0,0,0,0,6.7,Atsu,Atsu,Newcastle,Atsu Newcastle,M,738,0,3,3,15,0,0,0,2,0,0,0,104,121.4,186.7,55,36.3,296,123,172,110,275,133,282,124
606,Christian Benteke,24,1249,2,4.627831593,1,2.459479935,41,19,4,1,F S,Crystal Palace,Crystal Palace,2,4.627831593,6.465700822,0.7189465072,Crystal Palace,,,,54861,0,0,0,0,0,4,0,,0,Christian,0,132,FALSE,,,55,54861.jpg,0,Benteke,0.4,FALSE,,a,6,31,42,0,0,0,0,0,7.6,Benteke,Benteke,Crystal Palace,Benteke Crystal Palace,F,1252,2,1,5,18,0,0,0,4,1,0,1,133,231.8,248.3,632,110.9,243,26,141,20,45,21,110,22
749,Christian Fuchs,11,760,0,0.1832248094,0,0.1009338349,5,2,0,0,D M S,Leicester,Leicester,0,0.1832248094,4.192030072,4.115167767,Leicester,,0,,37402,0,0,0,0,0,2,0,,0,Christian,0,218,FALSE,Groin Injury - Expected back 24 Oct,2020-08-15T10:00:11.758506Z,45,37402.jpg,0,Fuchs,0.1,FALSE,,i,9,13,26,0,0,0,0,0,5.8,Fuchs,Fuchs,Leicester,Fuchs Leicester,D,770,0,0,2,10,0,0,0,0,0,0,2,139,144.4,53.5,20,21.8,288,110,273,93,303,112,310,112
2662,Christian Pulisic,25,1738,9,8.925186411,4,4.296079734,63,30,0,0,F M S,Chelsea,Chelsea,9,8.925186411,16.7466635,7.069776656,Chelsea,,50,,176413,0,0,0,0,0,3,0,,0,Christian,0,119,FALSE,Hamstring injury - 50% chance of playing,2020-08-15T10:00:11.562980Z,85,176413.jpg,0,Pulisic,10,FALSE,,d,5,8,127,0,0,0,0,0,14.9,Pulisic,Pulisic,Chelsea,Pulisic Chelsea,M,1717,9,8,6,28,0,0,0,0,0,0,8,379,556.2,426,1059,204.2,88,28,78,55,24,10,33,17
875,Ciaran Clark,14,1192,2,0.7519120462,0,0.05486181378,6,1,3,0,D,Newcastle United,Newcastle,2,0.7519120462,2.049424434,2.008845856,Newcastle,,,,58845,0,0,0,0,0,2,0,,0,Ciaran,0,324,FALSE,,,45,58845.jpg,0,Clark,0.4,FALSE,,a,14,4,49,0,0,0,0,0,10.9,Clark,Clark,Newcastle,Clark Newcastle,D,1186,2,0,4,14,0,0,0,3,0,0,2,216,331.4,14.9,128,47.6,188,73,321,122,209,57,260,88
1731,Claudio Bravo,4,347,0,0,0,0,0,0,0,0,GK S,Manchester City,Man City,0,0,0.7041245028,0.7041245028,Man City,,,,33148,0,0,0,0,0,1,0,,0,Claudio,0,267,FALSE,,,45,33148.jpg,0,Bravo,0.3,FALSE,,a,12,43,11,0,0,0,0,0,2.4,Bravo,Bravo,Man City,Bravo Man City,GK,346,0,0,1,7,0,0,0,0,0,8,0,69,57.8,0,0,5.8,329,27,373,20,356,15,346,27
519,Connor Wickham,6,78,1,1.115554228,1,0.4237448163,3,3,0,0,S,Crystal Palace,Crystal Palace,1,1.115554228,1.451029047,0.01951832324,Crystal Palace,,,,59125,0,0,0,0,0,4,0,,0,Connor,0,136,FALSE,,,45,59125.jpg,0,Wickham,7.9,FALSE,,a,6,31,15,0,0,0,0,0,3.3,Wickham,Wickham,Crystal Palace,Wickham Crystal Palace,F,90,1,1,0,2,0,0,0,0,0,0,2,48,59.8,34.5,64,15.8,328,44,292,45,269,46,323,46
6851,Conor Coady,38,3420,0,0,0,0.5321237147,0,5,5,0,D,Wolverhampton Wanderers,Wolves,0,0,9.533743877,9.087924179,Wolves,,,,94147,0,0,0,0,0,2,0,,0,Conor,0,459,FALSE,,,50,94147.jpg,0,Coady,4.2,FALSE,,a,20,39,118,0,0,0,0,0,23.6,Coady,Coady,Wolves,Coady Wolves,D,3420,0,0,13,40,0,0,0,5,0,0,7,648,556.4,68.8,0,62.4,87,35,255,84,432,168,219,71
7721,Conor Hourihane,27,1549,3,1.628339322,5,5.731440917,29,38,4,0,M S,Aston Villa,Aston Villa,3,1.628339322,6.007942509,3.157467728,Aston Villa,,,,85242,0,0,0,0,0,3,0,,0,Conor,0,33,FALSE,,,60,85242.jpg,0,Hourihane,0.2,FALSE,,a,2,7,83,0,0,0,0,0,13.8,Hourihane,Hourihane,Aston Villa,Hourihane Aston Villa,M,1526,3,5,6,29,0,0,0,4,0,0,9,328,384.8,551.8,317,125.3,165,68,38,31,110,60,90,53
6665,Curtis Jones,6,108,1,0.8147163466,0,0,6,0,0,0,M S,Liverpool,Liverpool,1,0.8147163466,1.367407814,0.9333235323,Liverpool,,,,206915,0,0,0,0,0,3,0,,0,Curtis,0,263,FALSE,,,45,206915.jpg,0,Jones,0.6,FALSE,,a,11,14,13,0,0,0,0,0,2.9,Jones,Jones,Liverpool,Jones Liverpool,M,121,1,0,1,1,0,0,0,0,0,0,0,46,49.4,15.6,65,12.9,332,138,319,148,267,131,330,141
6051,Dale Stephens,33,2528,0,0.4441342307,1,1.247191878,19,18,8,0,M S,Brighton,Brighton,0,0.4441342307,7.186789788,6.239625992,Brighton,,,,40845,0,0,0,0,0,3,0,,0,Dale,0,55,FALSE,,,45,40845.jpg,0,Stephens,9.1,FALSE,,a,3,36,63,0,0,0,0,0,14,Stephens,Stephens,Brighton,Stephens Brighton,M,2525,0,1,6,42,0,0,0,8,0,0,1,406,438.6,292.8,90,82.2,139,53,122,80,243,120,170,89
7382,Dan Burn,34,2879,0,1.905361064,0,1.673676011,13,20,5,0,D M S,Brighton,Brighton,0,1.905361064,7.785169064,6.515010974,Brighton,,,,78916,0,0,0,0,0,2,0,,0,Dan,0,61,FALSE,,,45,78916.jpg,0,Burn,1.1,FALSE,,a,3,36,86,0,0,0,0,0,19.1,Burn,Burn,Brighton,Burn Brighton,D,2879,0,0,9,42,0,0,0,5,0,0,3,480,602.8,311.9,128,104.2,69,28,113,26,210,58,124,32
5595,Daniel James,33,2291,3,3.603131093,6,4.264184529,42,26,4,0,F M S,Manchester United,Man Utd,3,3.603131093,11.15898939,5.398974547,Man Utd,,,,200617,0,0,0,0,0,3,0,,0,Daniel,0,311,FALSE,,,65,200617.jpg,0,James,0.3,FALSE,,a,13,1,95,0,0,0,0,0,14.6,James,James,Chelsea,James Chelsea,D,2281,3,6,7,29,0,0,0,4,0,0,2,308,415.2,428.1,622,146,155,63,77,54,49,26,63,37
986,Danny Ings,38,2836,22,15.65971717,2,2.849085093,93,35,3,0,F M S,Southampton,Southampton,21,14.13737948,18.4880315,5.015938126,Southampton,,,,84939,0,0,0,0,0,4,0,,0,Danny,0,366,FALSE,,,85,84939.jpg,0,Ings,16.8,FALSE,,a,16,20,198,0,0,0,0,0,23.3,Ings,Ings,Southampton,Ings Southampton,F,2800,22,2,6,44,0,0,1,3,0,0,40,736,1010,458.3,1558,302.4,7,2,61,4,6,4,7,3
641,Danny Rose,23,1766,0,0.08819849417,0,0.8805743009,2,14,7,0,D M S,"Newcastle United,Tottenham",Newcastle,0,0.08819849417,2.99389316,2.684895511,Newcastle,,,,38290,0,0,0,0,0,2,0,,0,Danny,0,384,FALSE,,,50,38290.jpg,0,Rose,0.3,FALSE,,a,17,6,47,0,0,0,0,0,9.4,Rose,Rose,Spurs,Rose Spurs,D,1753,0,0,5,28,0,0,0,7,0,0,0,290,288.4,230.8,44,56.5,208,80,154,33,284,101,232,75
540,Darren Randolph,2,180,0,0,0,0,0,0,0,0,GK,West Ham,West Ham,0,0,0,0,West Ham,,,,32259,0,0,0,0,0,1,0,,0,Darren,0,430,FALSE,,,45,32259.jpg,0,Randolph,0.3,FALSE,,a,19,21,3,0,0,0,0,0,0.7,Randolph,Randolph,West Ham,Randolph West Ham,GK,180,0,0,0,5,0,0,0,0,0,6,0,27,49.6,0,0,4.9,330,28,372,19,355,14,348,28
546,David de Gea,38,3420,0,0,0,0,0,0,2,0,GK,Manchester United,Man Utd,0,0,4.695210683,4.695210683,Man Utd,,,,51940,0,0,0,0,0,1,0,,0,David,0,291,FALSE,,,55,51940.jpg,0,de Gea,7.3,FALSE,,a,13,1,143,0,0,0,0,0,26,de Gea,de Gea,Man Utd,de Gea Man Utd,GK,3420,0,0,13,36,0,0,0,2,0,95,8,630,695,0,0,69.2,50,10,459,47,457,45,198,10
1676,David Luiz,33,2818,2,1.560153572,1,0.7974880058,23,4,5,2,D S,Arsenal,Arsenal,2,1.560153572,9.724225353,8.911323082,Arsenal,,,,41270,0,0,0,0,0,2,0,,0,David,0,3,FALSE,,,55,41270.jpg,0,Luiz Moreira Marinho,1.3,FALSE,,a,1,3,94,0,0,0,0,0,17.1,David Luiz,David Luiz,Arsenal,Luiz Moreira Marinho Arsenal,D,2809,2,1,8,42,0,0,0,5,2,0,10,494,701.6,106.7,211,102.1,48,18,219,61,159,32,129,35
8082,David Martin,5,436,0,0,0,0,0,0,1,0,GK S,West Ham,West Ham,0,0,0.1621192098,0.1621192098,West Ham,,,,19194,0,0,0,0,0,1,0,,0,David,0,429,FALSE,,,40,19194.jpg,0,Martin,7.5,FALSE,,a,19,21,20,0,0,0,0,0,5,Martin,Martin,West Ham,Martin West Ham,GK,435,0,0,2,6,0,0,0,1,0,15,2,86,112,0,0,11.2,300,23,353,10,333,4,333,23
7711,David McGoldrick,28,1841,2,8.715956422,2,2.095128213,45,17,2,0,F S,Sheffield United,Sheffield Utd,2,8.715956422,12.23881134,3.086360356,Sheffield Utd,,,,27436,0,0,0,0,0,4,0,,0,David,0,344,FALSE,,,55,27436.jpg,0,McGoldrick,0.8,FALSE,,a,15,49,65,0,0,0,0,0,11.8,McGoldrick,McGoldrick,Sheffield Utd,McGoldrick Sheffield Utd,F,1810,2,2,7,18,0,0,0,2,0,0,6,201,303.4,268.4,584,115.2,198,22,133,17,53,25,102,21
6249,Davinson Sánchez,29,2433,0,0.7553703748,0,0.03628891706,7,1,6,0,D S,Tottenham,Spurs,0,0.7553703748,7.255796818,7.219507901,Spurs,,,,173904,0,0,0,0,0,2,0,,0,Davinson,0,398,FALSE,,,55,173904.jpg,0,Sánchez,1.2,FALSE,,a,17,6,64,0,0,0,0,0,11.6,Sánchez,Sánchez,Spurs,Sánchez Spurs,D,2431,0,2,4,37,0,0,0,6,0,0,4,443,550,31,82,66.5,93,37,296,108,248,79,207,64
6050,Davy Pröpper,35,2826,1,1.866220035,2,2.977776509,29,29,4,0,M S,Brighton,Brighton,1,1.866220035,11.8928247,8.669299828,Brighton,,,,66242,0,0,0,0,0,3,0,,0,Davy,0,59,FALSE,,,50,66242.jpg,0,Pröpper,0.1,FALSE,,a,3,36,78,0,0,0,0,0,15.6,Pröpper,Pröpper,Brighton,Pröpper Brighton,M,2826,1,2,6,46,1,0,0,4,0,0,2,441,522.2,434.1,271,122.5,108,37,72,52,127,72,93,55
7702,Dean Henderson,36,3240,0,0.03304080665,0,0.02186881937,1,1,2,0,GK,Sheffield United,Sheffield Utd,0,0.03304080665,0.2936276719,0.2936276719,Sheffield Utd,,,,172649,0,0,0,0,0,1,0,,0,Dean,0,305,FALSE,,,55,172649.jpg,0,Henderson,8.3,FALSE,,a,13,1,160,0,0,0,0,0,29.1,Henderson,Henderson,Man Utd,Henderson Man Utd,GK,3240,0,1,13,33,0,1,0,2,0,97,16,688,718.8,10,18,74.8,44,9,329,7,308,1,182,8
727,DeAndre Yedlin,16,935,1,0.751930058,0,0.2669152804,1,7,3,0,D M S,Newcastle United,Newcastle,1,0.751930058,2.288469603,1.339944096,Newcastle,,,,151119,0,0,0,0,0,2,0,,0,DeAndre,0,335,FALSE,,,45,151119.jpg,0,Yedlin,0.4,FALSE,,a,14,4,26,0,0,0,0,0,5.8,Yedlin,Yedlin,Newcastle,Yedlin Newcastle,D,934,1,0,1,18,0,0,0,3,0,0,0,122,165.6,118.1,43,32.9,277,105,212,57,285,102,287,101
5553,Declan Rice,38,3420,1,1.26638991,3,1.306303457,31,22,6,0,D M,West Ham,West Ham,1,1.26638991,8.693383524,7.636568044,West Ham,,,,204480,0,0,0,0,0,3,0,,0,Declan,0,448,FALSE,,,50,204480.jpg,0,Rice,2.3,FALSE,,a,19,21,105,0,0,0,0,0,21,Rice,Rice,West Ham,Rice West Ham,M,3420,1,5,7,62,0,0,0,6,0,0,8,616,715.8,350.8,259,132.5,45,12,98,65,134,79,80,46
645,Dele Alli,25,1862,8,7.915494641,4,3.483860461,42,23,2,0,F M S,Tottenham,Spurs,7,7.154325774,16.53097519,6.692906079,Spurs,,,,108823,0,0,0,0,0,3,0,,0,Bamidele,0,394,FALSE,,,80,108823.jpg,0,Alli,0.9,FALSE,,a,17,6,117,0,0,0,0,0,14.6,Alli,Alli,Spurs,Alli Spurs,M,1845,8,6,4,25,0,0,0,2,0,0,12,349,531.2,328.6,627,148.9,104,33,107,70,47,24,61,36
762,Demarai Gray,21,580,2,2.76719665,3,2.233955882,23,16,1,0,M S,Leicester,Leicester,2,2.006027812,4.819445711,1.811534118,Leicester,,,,172632,0,0,0,0,0,3,0,,0,Demarai,0,230,FALSE,,,55,172632.jpg,0,Gray,0.2,FALSE,,a,9,13,44,0,0,0,0,0,8,Gray,Gray,Leicester,Gray Leicester,M,605,2,4,1,6,0,0,1,1,0,0,0,151,205.4,242.3,263,70.8,257,110,144,93,130,75,192,96
1234,Dennis Praet,27,1124,1,1.20771589,2,1.492880721,16,9,2,0,M S,Leicester,Leicester,1,1.20771589,6.806874417,5.090953033,Leicester,,,,106837,0,0,0,0,0,3,0,,0,Dennis,0,225,FALSE,,,55,106837.jpg,0,Praet,0.2,FALSE,,a,9,13,54,0,0,0,0,0,9.8,Praet,Praet,Leicester,Praet Leicester,M,1122,1,3,2,17,0,0,0,2,0,0,3,203,196.2,161.6,210,56.5,263,112,190,116,161,87,234,113
6854,Diogo Jota,34,2329,7,12.01767508,1,2.642562356,69,29,4,0,F M S,Wolverhampton Wanderers,Wolves,7,12.01767508,16.14993271,4.09800736,Wolves,,,,194634,0,0,0,0,0,3,0,,0,Diogo,0,468,FALSE,,,65,194634.jpg,0,Jota,2.5,FALSE,,a,20,39,105,0,0,0,0,0,16.2,Jota,Jota,Wolves,Jota Wolves,M,2278,7,3,10,28,0,0,0,4,0,0,12,348,457.8,453.3,1139,204.9,129,49,62,48,18,7,32,16
484,Divock Origi,28,680,4,2.096560309,1,0.8253554404,14,8,1,0,F S,Liverpool,Liverpool,4,2.096560309,3.536445742,0.8342474476,Liverpool,,,,152760,0,0,0,0,0,4,0,,0,Divock,0,256,FALSE,,,55,152760.jpg,0,Origi,0.8,FALSE,,a,11,14,65,0,0,0,0,0,11.8,Origi,Origi,Liverpool,Origi Liverpool,F,699,4,3,2,12,0,0,0,1,0,0,8,230,201.8,128.8,222,55,259,30,208,34,152,39,237,34
5555,Dominic Calvert-Lewin,36,2639,13,16.10984292,1,1.336224832,85,15,9,0,F S,Everton,Everton,13,16.10984292,17.21249953,3.896764422,Everton,,,,177815,0,0,0,0,0,4,0,,0,Dominic,0,164,FALSE,,,70,177815.jpg,0,Calvert-Lewin,5.3,FALSE,,a,7,11,126,0,0,0,0,0,18,Calvert-Lewin,Calvert-Lewin,Everton,Calvert-Lewin Everton,F,2621,13,1,8,43,0,0,0,9,0,0,15,385,562.8,241.4,1272,206.3,83,12,147,21,12,9,30,12
743,Dwight Gayle,20,856,4,4.639500037,2,0.890067921,23,6,2,0,F S,Newcastle United,Newcastle,4,4.639500037,5.124921843,1.841265086,Newcastle,,,,104547,0,0,0,0,0,4,0,,0,Dwight,0,329,FALSE,,,60,104547.jpg,0,Gayle,0.4,FALSE,,a,14,4,58,0,0,0,0,0,9.7,Gayle,Gayle,Newcastle,Gayle Newcastle,F,842,4,2,4,15,0,0,0,2,0,0,10,190,217,86.2,348,64.7,254,29,235,37,95,33,212,33
6756,Dwight McNeil,38,3360,2,1.938933546,6,7.56243,48,55,5,0,M,Burnley,Burnley,2,1.938933546,10.70158816,3.791263087,Burnley,,,,433154,0,0,0,0,0,3,0,,0,Dwight,0,100,FALSE,,,60,433154.jpg,0,McNeil,1.6,FALSE,,a,4,90,123,0,0,0,0,0,20.5,McNeil,McNeil,Burnley,McNeil Burnley,M,3339,2,7,16,48,0,0,0,5,0,0,6,529,644.2,931.4,430,200.6,57,14,9,6,74,39,36,19
6054,Ederson,35,3071,0,0,0,0.0747935921,0,1,3,1,GK,Manchester City,Man City,0,0,8.338199552,8.263405945,Man City,,,,121160,0,0,0,0,0,1,0,,0,Ederson,0,278,FALSE,,,60,121160.jpg,0,Santana de Moraes,4.7,FALSE,,a,12,43,133,0,0,0,0,0,22.2,Ederson,Ederson,Man City,Santana de Moraes Man City,GK,3071,0,0,16,31,0,0,0,3,1,68,2,645,608.6,16,0,62.3,67,12,317,3,472,47,221,12
1545,Emil Krafth,17,1024,0,0.3526870701,1,0.7032874823,4,1,0,0,D M S,Newcastle United,Newcastle,0,0.3526870701,1.795727298,0.7397527453,Newcastle,,,,111773,0,0,0,0,0,2,0,,0,Emil,0,333,FALSE,,,45,111773.jpg,0,Krafth,0.2,FALSE,,a,14,4,37,0,0,0,0,0,8.2,Krafth,Krafth,Newcastle,Krafth Newcastle,D,1015,0,1,3,23,0,0,0,0,0,0,2,187,184.4,28.8,39,25.2,268,102,303,111,288,104,301,107
7230,Emile Smith-Rowe,2,96,0,0,0,0,0,0,0,0,M S,Arsenal,Arsenal,0,0,0,0,Arsenal,,,,209289,0,0,0,0,0,3,0,,0,Emile,0,23,FALSE,,,45,209289.jpg,0,Smith Rowe,0.7,FALSE,,a,1,3,4,0,0,0,0,0,0.9,Smith Rowe,Smith Rowe,Arsenal,Smith Rowe Arsenal,M,96,0,0,1,0,0,0,0,0,0,0,0,13,9.8,6.3,0,1.6,360,149,332,151,403,160,364,151
